Fichier;Titre;2e titre;Titre original;Compositeur;Auteur;Tonalité;Format;Copyright;Référence;Thème;Air du;Vol.
JEM992;Merci pour la croix;On a tant parlé de lui;;Matt Marvane;Matt Marvane;Fa#m;1 voix + tempo;© 2008 Matt Marvane;;Sacrifice;;3
JEM993;Il me reste encore la croix;Le fardeau de ma misère;;Rolf Schneider;Rolf Schneider;Mi;1 voix;© 2014 Rolf Schneider;;Sacrifice;;3
JEM994;Tu es Jésus;Nous comptons sur toi;Jesus You Are;Nate Cronk;Nate Cronk;Do#m;1 voix;© 2009 Nate Cronk/Cronk It up Music/ASCAP/CCLI;;Jésus-Christ;;3
JEM995;Voici le jour;Voici le jour du Seigneur !;This is the day;Christopher Hopper;Christopher Hopper;Sol;"flûte ; 1 voix + tempo";© 2009 Spring Records/ASCAP;;Appel;;3
JEM996;Tu es Dieu de cette ville;Dieu de cette ville;You're the God of this city;"Aaron Boyd ; Richarg Bleakley ; Peter Comfort ; Peter Kernoghan ; Andrew McCann ; Ian Jordan";"Aaron Boyd ; Richarg Bleakley ; Peter Comfort ; Peter Kernoghan ; Andrew McCann ; Ian Jordan";Do;1 voix + tempo;© 2006 Kingswaysongs.com/Thankyou Music/LTC;;Proclamation;;3
JEM997;Éveille-toi, mon âme;Il a souffert, il s'est livré;;Samuel Olivier;Samuel Olivier;Do;1 voix + tempo;© 2014 Samuel Olivier/LTC;;Appel;;3
JEM998;Fort et puissant;Dieu, tu es ma force et mon chant;;Samuel Olivier;Samuel Olivier;Do#m;1 voix + tempo;© 2014 Samuel Olivier/LTC;;Foi et confiance;;3
JEM999;Qui pourrait être ton égal;A qui pourrions-nous te comparer;;Pierre-Nicolas de Katow;Pierre-Nicolas de Katow;Mim;1 voix + tempo;© 2014 Pierre-Nicolas de Katow;;Dieu;;3
JEMK001;Abba Père;;;Chris Christensen & Thierry Ostrini;Chris Christensen & Thierry Ostrini;Sol;1 voix;© 1992 Chris Chrsitensen et Thierry Ostrini, administré par LTC;;Père;;Kids 1
JEMK002;Abraham s'en va;;;Laurence Gustave & Anne-France Bourbon;Laurence Gustave & Anne-France Bourbon;Lam;1 voix;© 1996 JAB Editions;;Histoires et personnages bibliques;;Kids 1
JEMK003;Ah la vie d'famille;;;Jean-François Bussy;Jean-François Bussy;Dom;1 voix;© 2003 Harmony Musique;;Famille;;Kids 1
JEMK004;Aimez-vous comme je vous ai aimés;;;Jean-François Bussy;Jean-François Bussy;Mib;1 voix;© 1998 Harmony Musique;;Amour;;Kids 1
JEMK005;Au temps de Noël;;;Ginette Girardier;Ginette Girardier;Sol;1 voix;© Ginette Girardier;;Noël;;Kids 1
JEMK006;À Jésus;;;Ginette Girardier;Ginette Girardier;Lam;1 voix;© Ginette Girardier;;Noël;;Kids 1
JEMK007;Aussitôt couché;;;Marc, Jonathan et Samuel Paton;Marc, Jonathan et Samuel Paton;Mi;1 voix;© 2005 Marc, Jonatha et Samuel Paton, administré par LTC;;Coucher;;Kids 1
JEMK008;Autrefois j'avais peur;;I once was afraid of spiders;Ian Smale;Ian Smale;Do;1 voix;© 1994 Kingsway Thankyou Music/LTC;;Peurs;;Kids 1
JEMK009;Avec mon bouclier;;;Sylvain Freymond;Sylvain Freymond;Mi;1 voix + tempo;© 1996 Sylvain Freymond;;Armes du chrétien;;Kids 1
JEMK010;Bonjour, bonjour;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mi;1 voix;© 2005 Denis et Isabelle Hey (Den-Isa);;Accueil;;Kids 1
JEMK011;Avec un cœur joyeux;;Hear the Money Dropping;William J. Kirkpatrick;Fidelia H. De Witt;Do;1 voix;© 2008 Lilian Kovar;;Offrandes;;Kids 1
JEMK012;Bonne nouvelle;;;Marc Paton & David Lacour;Marc Paton & David Lacour;Do;1 voix;© 2005 Marc Paton, administré par LTC;;Noël;;Kids 1
JEMK013;Célébrez l'Eternel;;;Heather Owens;Heather Owens;Sol;1 voix + tempo;© 2004 Heather Owens;;Louange;;Kids 1
JEMK014;C'est mon anniversaire;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mim;1 voix + tempo;© 2005 Denis et Isabelle Hey (Den-Isa);;Anniversaire;;Kids 1
JEMK015;C'est pas juste;;;Laurence Gustave & Anne-France Bourbon;Laurence Gustave & Anne-France Bourbon;Rém;1 voix;© 2002 JAB Editions;;Injustices;;Kids 1
JEMK016;Chante Alléluia, gloire à Dieu;;Sing Halleluia, praise the Lord;Ian Smale;Ian Smale;Mi;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Louange;;Kids 1
JEMK017;Chaque fois que tu pries;;;Danie Hurtrel;Danie Hurtrel;Fa;1 voix;© 1988 Puissance de vie - Danie Hurtrel;;Prière;;Kids 1
JEMK018;Chut faisons silence;;Softly, softly, softly;Bertha Martin;Bertha Martin;Do;1 voix;© 2008 Lilian Kovar;;Prière;;Kids 1
JEMK019;Cœur de Père;;;Les ados de Bessonaz 1997, Sylvain Jaccard;Sylvain Jaccard;Mim;1 voix;© 1997 Musyfée;;Père;;Kids 1
JEMK020;Comme l'aigle;;;Jean-Micael Salzmann;Jean-Micael Salzmann;Do;1 voix;© 2005 Jean-Michel Saltzmann;;Choix;;Kids 1
JEMK021;Comme un enfant;;;Judith Schnegg;Judith Schnegg;Ré;1 voix + tempo;© 1999 Judith Schnegg;;Consécration;;Kids 1
JEMK022;Pourquoi rêver d'aller au ciel;;Wie wird es sein dort im Himmel?;Carri Mac Farlane;Carri Mac Farlane;Sol;1 voix;© 2000 Carri Mac Farlan;;Ciel;;Kids 1
JEMK023;Compassion;;;Jean-François Bussy;Jean-François Bussy;Fa;"1 voix ; 1x3 voix";© 2004 Harmony Musique;;Compassion;;Kids 1
JEMK024;Confie-toi;;;Marc et Rachel Paton;Marc et Rachel Paton;Fa;1 voix;© 2003 Marc et Rachel Paton, administré par LTC;;Confiance;;Kids 1
JEMK025;De tout mon cœur;;;Gino Balocco & Esther Hege;Gino Balocco & Esther Hege;Do;1 voix;© 1994 G. Balocco et E. Hege;;Adoration;;Kids 1
JEMK026;Bonjour Jérémie, bonjour;;;Musique populaire;Lilian Kovar;Mi;1 voix;© 2008 Lilian Kovar;;Lever;;Kids 1
JEMK027;Dieu a tant aimé le monde;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;La;1 voix;© H. et S. Grandjean;;Amour;;Kids 1
JEMK028;Dieu est bon pour moi;;;Inconnu;Inconnu;Mi;1 voix;;;Confiance;;Kids 1
JEMK029;Dieu est si bon;;;Inconnu;Inconnu;Sol;1 voix;;;Louange;;Kids 1
JEMK030;"Dieu le dit: ""Je suis le premier !""";;;Pierre-Alain Chollet;Pierre-Alain Chollet;La;1 voix;© 1995 Pierre-Alain Chollet;;Louange;;Kids 1
JEMK031;Dieu n'est pas mort;;;Inconnu;Inconnu;Mi;1 voix;;;Louange;;Kids 1
JEMK032;Dieu puissant;;;Marc et Rachel Paton;Marc et Rachel Paton;Sib;1 voix;© 2002 Marc et Rachel Paton, administré par LTC;;Adoration;;Kids 1
JEMK033;Dieu tu es grand;;;Line et Sylvain Freymond;Line et Sylvain Freymond;Ré;1 voix;© 1991 Sylvain Freymond;;Louange;;Kids 1
JEMK034;Disons du bien;;;Jean-François Bussy;Jean-François Bussy;"Mi ; Sol";1 voix;© 2003 Harmony Musique;;Paroles;;Kids 1
JEMK035;Dix lépreux;;;Jean-François Bussy;Jean-François Bussy;Do;1 voix;© 2004 Harmony Musique;;Histoires et personnages bibliques;;Kids 1
JEMK036;Enfants de la terre;;;Jean-François Bussy;Jean-François Bussy;Mim;"1x3 voix ; 1 voix";© 2001 Harmony Musique;;Prière;;Kids 1
JEMK037;Ésaïe 53;;;Sylvain Jaccard;Sylvain Jaccard;Fa;1 voix;© 1994 Musyfée;;Jésus;;Kids 1
JEMK038;Fixant les yeux sur Jésus;;;Marc Dirlewanger;Marc Dirlewanger;Lam;1 voix;© 2001 Marc Dirlewanger;;Confiance;;Kids 1
JEMK039;Exprès;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mi;1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Jésus;;Kids 1
JEMK040;Frappez et l'on vous ouvrira;;;Anne-France Bourbon & Laurence Gustave;Anne-France Bourbon & Laurence Gustave;Do;1 voix;© 1996 JAB Editions;;Prière;;Kids 1
JEMK041;Gloire au Seigneur;;;Jean-François Bussy;Jean-François Bussy;Mi;1 voix;© 1994 Harmony Musique;;Noël;;Kids 1
JEMK042;Gros pouces durs;;Big thumbs;Ian Smale;Ian Smale;Do;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Identité;;Kids 1
JEMK043;Heureux ceux qui savent écouter;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Fa;1 voix;© H. et S. Grandjean;;Parole de Dieu;;Kids 1
JEMK044;Hosanna pour le Roi !;;;Nancy Seauve;Nancy Seauve;La;1 voix;© 2006 Nancy Seauve;;Louange;;Kids 1
JEMK045;Hosanna, gloire au Seigneur;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Rém;1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Histoires et personnages bibliques;;Kids 1
JEMK046;Il n'y a vraiment personne comme Jésus;;;Inconnu;Inconnu;Mi;1 voix;;;Louange;;Kids 1
JEMK047;Ils n'étaient pas trois;;;Jean-François Bussy;Jean-François Bussy;Sib;1 voix;© 2003 Harmony Musique;;Noël;;Kids 1
JEMK048;J'ai donné mon cœur au Seigneur;;;Gilles Roche;Gilles Roche;Ré;1 voix;© Gilles Roche;;Evangélisation;;Kids 1
JEMK049;J'ai besoin de toi;;;Laurence Gustave & Marc Dirlewanger;Laurence Gustave & Marc Dirlewanger;Fa;1 voix;© 2002 JAB Editions;;Soif de Dieu;;Kids 1
JEMK050;J'ai confiance en toi;;;Anne-France Bourbon & Laurence Gustave;Anne-France Bourbon & Laurence Gustave;"Do ; Ré";1 voix;© 2002 JAB Editions;;Confiance;;Kids 1
JEMK051;J'ai un cœur qui bat;;;Denis et Isabelle Hey;Denis et Isabelle Hey;"Dom ; Rém";1 voix;© 2005 Denis et Isabelle Hey (Den-Isa);;Confession;;Kids 1
JEMK052;J'aime le Dieu de la création;;;Sophie de Monvallon;Sophie de Monvallon;Ré;1 voix;© Sophie de Monvallon;;Confession;;Kids 1
JEMK053;J'ai un trésor dans mon cœur;;;Claudia Roth;Claudia Roth;Sol;1 voix;© 2006 Claudia Schmied;;Témoignage;;Kids 1
JEMK054;Je lève les mains;;I reach up high;Judy Bailey;Judy Bailey;Sol;1 voix;© 1995 Daybreak Music Ltd/CopyCare/LTC;;Louange;;Kids 1
JEMK055;Je me penche;;I will bend down and touch my kneeds;Ian Smale;Ian Smale;Mi;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Identité;;Kids 1
JEMK056;Je mets le casque du salut;;;Rolf Schneider;Rolf Schneider;Dom;1 voix;© 1997 Rolf Schneider;;Armes du chrétien;;Kids 1
JEMK057;Besoin de toi;;;Jessie Pruvost;Jessie Pruvost;La;1 voix;© 2007 Les Zam'z, administré par LTC;;Adoration;;Kids 1
JEMK058;Je ne veux pas être un pharisien;;I don't want to be a Pharisee;Ian Smale;Ian Smale;Ré;1 voix;© 1996 Kingsway Thankyou Music/LTC;;Confession;;Kids 1
JEMK059;Je suis…;;;Jean-François Bussy;Jean-François Bussy;Mib;1 voix;© 2000 Harmony Musique;;Jésus;;Kids 1
JEMK060;Je veux marcher;;;Sylvain Freymond;Sylvain Freymond;Sol;1 voix;© 1996 Sylvain Freymond;;Armes du chrétien;;Kids 1
JEMK061;Jésus aime les petits enfants comme moi;;;Pierre van Woerden;Pierre van Woerden;Sol;1 voix;© Pierre van Woerden;;Enfants;;Kids 1
JEMK062;Jésus est le grand vainqueur;;;Inconnu;Inconnu;Do;1 voix;;;Louange;;Kids 1
JEMK063;Jésus est le rocher de ma vie;;;Inconnu;Inconnu;Fa;1 voix;;;Confiance;;Kids 1
JEMK064;Jésus me réveille;;The Lord wakes me every morning;Ian Smale;Ian Smale;Sol;1 voix;© 1997 Kingsway Thankyou Music/LTC;;Ecoute;;Kids 1
JEMK065;Jésus nous t'aimons;;Langsam gehen wir;Joseph Faist;Joseph Faist;Ré;1 voix;© 1978 Josef Faist;;Adoration;;Kids 1
JEMK066;Jésus-Christ est mon ami;;Jesus is a friend of mine;John Highland;John Highland;La;1 voix;© 1984 Manna Music;;Confiance;;Kids 1
JEMK067;J'habite peut-être dans une grande ville;;I may live in a great big city;Ian Smale;Ian Smale;Ré;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Habitation;;Kids 1
JEMK068;Joie;;;Marc et Rachel Paton;Marc et Rachel Paton;Mim;1 voix;© 2003 Marc et Rachel Paton, administré par LTC;;Joie;;Kids 1
JEMK069;Jolie Marie;;;Jean-Jacques Leprince;Jean-Jacques Leprince;Sib;1 voix;© 2005 Kerusso;;Noël;;Kids 1
JEMK070;Justice;;;François Reymond;François Reymond;Sol#m;1 voix;© 1997 Christine et François Reymond;;Armes du chrétien;;Kids 1
JEMK071;La bienveillance;;;Georgian Banov;Georgian Banov & Winnie Cook;Sol;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK072;La bonté;;;Mike Milligan;Mike Milligan;Ré;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK073;La ceinture de la vérité;;;Rolf Schneider;Rolf Schneider;Ré;1 voix;© 1997 Rolf Schneider;;Armes du chrétien;;Kids 1
JEMK074;La douceur;;;Georgian Banov;Georgian Banov;Sol;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK075;La foi;;;Frank Hernandez & Sherry Saunders;Frank Hernandez & Sherry Saunders;Ré;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK076;La joie;;;Jim & Dee Patton;Jim & Dee Patton;Sol;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Joie;;Kids 1
JEMK077;La louange des anges;;;Jean-Jacques Leprince;Jean-Jacques Leprince;Do;1 voix;© 2005 Kerusso;;Noël;;Kids 1
JEMK078;La paix;;;Wayne Zeitner;Wayne Zeitner;Mib;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK079;La maîtrise de soi;;;Mike Milligan;Mike Milligan;Ré;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK080;La patience;;;Frank Hernandez & Sherry Saunders;Frank Hernandez & Sherry Saunders;Do;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Fruit de l'Esprit;;Kids 1
JEMK081;Le plus fort;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Ré;1 voix;© H. et S. Grandjean;;Confiance;;Kids 1
JEMK082;L'amour;;;Frank Hernandez & Sherry Saunders;Frank Hernandez & Sherry Saunders;Sol;1 voix;© 1977 Sparrow Song/candle Compagny Music/World Artist Music Co.;;Amour;;Kids 1
JEMK083;Le créateur;;;Nancy Seauve;Nancy Seauve;Dom;1 voix;© 2006 Nancy Seauve;;Création;;Kids 1
JEMK084;Le fou sur le sable a bâti sa maison;;;Inconnu;Inconnu;Sol;1 voix + piano;;;Histoires et personnages bibliques;;Kids 1
JEMK085;Le savon lave mon visage;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Sol;1 voix;© H. et S. Grandjean;;Pardon;;Kids 1
JEMK086;Le train de l'évangile;;;Pierre van Woerden;Pierre van Woerden;Do;1 voix;© Pierre van Woerden;;Evangélisation;;Kids 1
JEMK087;L'épée puissante;;;Sylvain Freymond;Sylvain Freymond;"Rém ; Mim";1 voix;© 1997 Sylvain Freymond;;Armes du chrétien;;Kids 1
JEMK088;Les carottes;;;Jean-François Bussy;Jean-François Bussy;Do;"1 voix ; 1x2 voix";© 1999 Harmony Musique;;Repas;;Kids 1
JEMK089;Les chemins de la terre;;;Jean-François Bussy;Jean-François Bussy;Do#m;1 voix;© 2005 Harmony Musique;;Jésus;;Kids 1
JEMK090;Les enfants du Roi;;;Judith Schnegg;Judith Schnegg;Ré;1 voix;© 1999 Judith Schnegg;;Enfants;;Kids 1
JEMK091;Les livres de la bible;;;Pierre van Woerden;Pierre van Woerden;Sib;1 voix;© Pierre van Woerden;;Parole de Dieu;;Kids 1
JEMK092;L'Eternel regarde au cœur;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;"Ré ; Rém";1 voix;© H. et S. Grandjean;;Différences;;Kids 1
JEMK093;L'histoire du prince;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Sim;1 voix;© H. et S. Grandjean;;Jésus;;Kids 1
JEMK094;"Livre ""terrible""";;;Jean-François Bussy;Jean-François Bussy;Sol;1 voix;© 1999 Harmony Musique;;Parole de Dieu;;Kids 1
JEMK095;L'oiseau s'envole;;The birds can fly and the monkeys swing;Ian Smale;Ian Smale;Ré;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Différences;;Kids 1
JEMK096;Louons le Roi;;Let's praise the King;Ian Smale;Ian Smale;Mi;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Louange;;Kids 1
JEMK097;Louons le Seigneur ensemble;;;Inconnu;Inconnu;Do;1 voix;;;Louange;;Kids 1
JEMK098;Ma petite lumière;;;Ernie Rettino;Ernie Rettino;Fa;1 voix;© Ernie Rettino;;Témoignage;;Kids 1
JEMK099;Maman m'aime;;Mommy loves me every day;Joy Hicklin Stewart & Yvonne Seidel;Joy Hicklin Stewart & Yvonne Seidel;Mi;1 voix;© 2008 Yvonne Seibel;;Prière;;Kids 1
JEMK100;Moi c'est moi;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mim;1 voix;© 2005 Denis et Isabelle Hey (Den-Isa);;Différences;;Kids 1
JEMK101;Moi, je suis sûre;;;Denis et Isabelle Hey;Denis et Isabelle Hey;"Rém ; Ré";1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Histoires et personnages bibliques;;Kids 1
JEMK102;Mon auto Jésus la guide;;;Major Berner;Major Berner;Sol;1 voix;© Major Berner;;Confiance;;Kids 1
JEMK103;Mon Dieu est un très grand Dieu;;Great Big God;Nigel & Jo Hemming;Nigel & Jo Hemming;Sol;1 voix;© Vineyard Songs/CopyCare/LTC;;Louange;;Kids 1
JEMK104;Mon Dieu est si grand;;;Inconnu;Inconnu;Fa;1 voix;;;Louange;;Kids 1
JEMK105;Mon Dieu, je m'incline;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Do;1 voix;© H. et S. Grandjean;;Adoration;;Kids 1
JEMK106;Monte la garde, Seigneur;;;Pierre-Alain Chollet;Pierre-Alain Chollet;Sol;1 voix;© 1993 Pierre-Alain Chollet;;Paroles;;Kids 1
JEMK107;Multicolore;;;Raphaël Metz;Raphaël Metz;La;1 voix;© 2005 Raphaël Metz;;Différences;;Kids 1
JEMK108;Noël, Noël;;;Ginette Girardier;Ginette Girardier;Sol;1 voix;© Ginette Girardier;;Noël;;Kids 1
JEMK109;Noirs, blancs, jaunes, rouges;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Ré;1 voix;© H. et S. Grandjean;;Différences;;Kids 1
JEMK110;Nous pouvons changer le monde;;;Sylvain Freymond;Sylvain Freymond;"Ré ; Mib ; Mi";1 voix;© 1997 Sylvain Freymond;;Compassion;;Kids 1
JEMK111;On ne peut servir deux maîtres;;;Alain Stamp;Alain Stamp;Sol;2x2 voix;© Alain Stamp;;Consécration;;Kids 1
JEMK112;On vous a à l'œil;;;Jean-François Bussy;Jean-François Bussy;Sol;1 voix;© 2001 Harmony Musique;;Témoignage;;Kids 1
JEMK113;Pareil que nous;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Sib;1 voix;© 2005 Denis et Isabelle Hey (Den-Isa);;Jésus;;Kids 1
JEMK114;Parle, ton serviteur écoute;;;Esther Hege;Esther Hege;La;1 voix;© 1994 G. Balocco et E. Hege;;Ecoute;;Kids 1
JEMK115;Pas toujours rose;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Fa;1 voix;© 2005 Denis et Isabelle Hey (Den-Isa);;Difficultés;;Kids 1
JEMK116;Pour ton amour merci Seigneur;;;Pierre-Alain Chollet;Pierre-Alain Chollet;Sol;1 voix;© 1995 Pierre-Alain Chollet;;Louange;;Kids 1
JEMK117;Pique-nique à Génésareth;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mi;1 voix;© 1998 Gino Balocco et Denis et Isabelle Hey (Den-Isa);;Histoires et personnages bibliques;;Kids 1
JEMK118;Projets de paix;;;Isabelle Neutre;Isabelle Neutre;Lam;"1 voix ; 1x2 voix ; + tempo";© Isabelle Neutre;;Promesses;;Kids 1
JEMK119;Princes et princesses;;;Géraldine Mojon;Géraldine Mojon;Ré;"1 voix ; 1x3 voix ; + tempo";© 2005 Géraldine Mojon;;Identité;;Kids 1
JEMK120;Que l'Eternel te bénisse;;;Marc Dirlewanger;Marc Dirlewanger;Fa;1 voix;© 1997 Marc Dirlewanger;;Bénédiction;;Kids 1
JEMK121;Qui a créé le monde;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Ré;1 voix;© H. et S. Grandjean;;Création;;Kids 1
JEMK122;Qui veut être missionnaire ?;;Wer will geh'n als Missionar?;Lilian Kovar;Lilian Kovar;Ré;1 voix;© 2000 Lilian Kovar;;Témoignage;;Kids 1
JEMK123;Quoi que ce soit;;;Marc, Jonathan, Samuel et Benjamin Paton;Marc, Jonathan, Samuel et Benjamin Paton;Mim;1 voix;© 2002 Marc, Jonathan, Samuel et Benjamin Paton, administré par LTC;;Prière;;Kids 1
JEMK124;Revêtez-vous;;;Rolf Schneider;Rolf Schneider;Lam;1 voix;© 1996 Rolf Schneider;;Armes du chrétien;;Kids 1
JEMK125;Rien ne va plus;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Do;1 voix + piano;© H. et S. Grandjean;;Difficultés;;Kids 1
JEMK126;Rockàpoux;;;Jean-François Bussy;Jean-François Bussy;Do;1 voix;© 2003 Harmony Musique;;Pensées;;Kids 1
JEMK127;Samuel;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Mib;1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Ecoute;;Kids 1
JEMK128;Si tu crois;;;Nancy Seauve;Nancy Seauve;Ré;1 voix;© 2006 Nancy Seauve;;Evangélisation;;Kids 1
JEMK129;Bouton d'or;;;Reina van Essen;Alain Normand;Do;1 voix;© Reina van Essen;;Identité;;Kids 1
JEMK130;Toc, toc, toc…;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Ré;1 voix;© H. et S. Grandjean;;Evangélisation;;Kids 1
JEMK131;Seigneur notre maître;;;Louise Aubry;Louise Aubry;Ré;1 voix;© 1987 Louise Aubry;;Louange;;Kids 1
JEMK132;Si j'étais un papillon;;;Brian Howard;Brian Howard;Do;1 voix;© 1975 Mission Hills Music/Song Solution CopyCare/LTC;;Louange;;Kids 1
JEMK133;Toujours dispo;;;Denis et Isabelle Hey;Denis et Isabelle Hey;Fa;1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Prière;;Kids 1
JEMK134;Tu as … ans;;Zwei bist du heut';Lilian Kovar;Lilian Kovar;Ré;1 voix;© 2000 Lilian Kovar;;Anniversaire;;Kids 1
JEMK135;Tu es le Dieu fidèle;;;Marc et Rachel Paton;Marc et Rachel Paton;Mi;1 voix;© 2008 Marc et Rachel Paton, administré par LTC;;Confiance;;Kids 1
JEMK136;Tu as voulu de moi;;;Denis et Isabelle Hey;Denis et Isabelle Hey;"Sol ; Rém";1 voix;© 1998 Denis et Isabelle Hey (Den-Isa);;Identité;;Kids 1
JEMK137;Un enfant si petit;;;Jean-François Bussy;Jean-François Bussy;Do;1 voix;© 1996 Harmony Musique;;Noël;;Kids 1
JEMK138;Un jour… tous devant Jésus;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Do;1 voix;© H. et S. Grandjean;;Ciel;;Kids 1
JEMK139;Une flamme en moi;;;Inconnu;Inconnu;Sol;1 voix;;;Témoignage;;Kids 1
JEMK140;Une goutte tombe;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;La;1 voix;© H. et S. Grandjean;;Difficultés;;Kids 1
JEMK141;Viens avec moi;;;Marc et Rachel Paton;Marc et Rachel Paton;Mim;1 voix;© 2008 Marc et Rachel Paton, administré par LTC;;Louange;;Kids 1
JEMK142;Vite… à nouveau sur pieds;;Quick… on your feet again;Ian Smale;Ian Smale;Ré;1 voix;© 1998 Kingsway Thankyou Music/LTC;;Renouvellement;;Kids 1
JEMK143;Vivre à contre-courant;;;Marc Dirlewanger;Marc Dirlewanger;Sim;1 voix;© 2000 Marc Dirlewanger;;Choix;;Kids 1
JEMK144;Vrai, vrai, vrai;;;Hélène et Samuel Grandjean;Hélène et Samuel Grandjean;Do;1 voix;© H. et S. Grandjean;;Parole de Dieu;;Kids 1
JEMK145;Bien aimés;;Beloved;Dennis Ryder;1 Jean 4:7-8;Fa;1 voix;© 1974 Universal Music/Brenton Benson Publishing;;Amour;;Kids 1
JEMK146;Attention à ce que tu dis;;;Equipe Quartier Libre Yverdon;Equipe Quartier Libre Yverdon;"Mim; Mi";1 voix;© 2003 Didier Crelier;;Paroles;;Kids 1
